pandas.core.arrays.categorical._repr_categories.1831.4,Impure,,,,,,,,,,,,,    nopython : bool
pandas.core.arrays.categorical.codes.2463.4,Impure,property,,,,,,,,,,,,        nopython to be passed into numba.jit
pandas.core.arrays.datetimelike._sub_datetimelike.1114.4,Impure,,,,,,,,,,,,,    nogil : bool
pandas.core.arrays.datetimelike.floor.2029.4,Impure,,,,,,,,,,,,,        nogil to be passed into numba.jit
pandas.core.arrays.datetimes._assert_tzawareness_compat.731.4,Impure,,,,,,,,,,,,,    parallel : bool
pandas.core.arrays.datetimes._check_compatible_with.519.4,Impure,,,,,,,,,,,,,        parallel to be passed into numba.jit
pandas.core.arrays.datetimes.isocalendar.1347.4,Impure,,,,,,,,,,,,,
pandas.core.arrays.datetimes.month_name.1195.4,Impure,,,,,,,,,,,,,    Returns
pandas.core.arrays.datetimes.objects_to_datetime64ns.2137.0,Impure,,,,,,,,,,,,,    -------
pandas.core.arrays.datetimes.timetz.1324.4,Impure,property,,,,,,,,,,,,    Numba function
pandas.core.arrays.datetimes.tz_convert.799.4,Impure,,,,,,,,,,,,,"    """""""
pandas.core.arrays.interval.overlaps.1371.4,Impure,,,,,,,,,,,,,    if TYPE_CHECKING:
pandas.core.arrays.masked.all.1300.4,Impure,,,,,,,,,,,,,        import numba
pandas.core.arrays.masked.isin.880.4,Impure,,,,,,,,,,,,,    else:
pandas.core.arrays.masked.unique.906.4,Impure,,,,,,,,,,,,,"        numba = import_optional_dependency(""numba"")"
pandas.core.arrays.period._add_timedelta_arraylike.742.4,Impure,,,,,,,,,,,,,
pandas.core.arrays.sparse.accessor._prep_index.366.4,Impure,,,,,,,,,,,,,"    @numba.jit(nopython=nopython, nogil=nogil, parallel=parallel)"
pandas.core.arrays.sparse.array._wrap_result.269.0,Impure,,,,,,,,,,,,,    def column_looper(
pandas.core.arrays.sparse.array.nbytes.667.4,Impure,property,FP !!!,,@property,,,,,,,,,"        values: np.ndarray,"
pandas.core.arrays.sparse.dtype.SparseDtype.43.0,Impure,class,WTF!?,,def nbytes(self) -> int:,,,,@register_extension_dtype,,,,,"        start: np.ndarray,"
pandas.core.arrays.string_._from_sequence_of_strings.368.4,Impure,,,,    return self.sp_values.nbytes + self.sp_index.nbytes,,,,class SparseDtype(ExtensionDtype):,,,,,"        end: np.ndarray,"
pandas.core.arrays.timedeltas.__mod__.681.4,Impure,,,,,,,,,,,,,"        min_periods: int,"
pandas.core.arrays.timedeltas._add_offset.465.4,Pure,,,,,,,,,,,,,"        *args,"
pandas.core.base.__iter__.767.4,Impure,,,,,,,,,,,,,    ):
pandas.core.common.all_not_none.200.0,Pure,,,,,,,,,,,,,"        result = np.empty((len(start), values.shape[1]), dtype=np.float64)"
pandas.core.computation.align._align_core_single_unary_op.38.0,Impure,,,,,,,,,,,,,        for i in numba.prange(values.shape[1]):
pandas.core.computation.ops.__new__.71.4,Impure,,wierd,,"def __new__(cls, name, env, side=None, encoding=None):",,,,,,,,,"            result[:, i] = func(values[:, i], start, end, min_periods, *args)"
pandas.core.computation.ops.raw.157.4,Impure,property,,,"    klass = Constant if not isinstance(name, str) else cls",,,,,,,,,        return result
pandas.core.computation.pytables.__repr__.328.4,Impure,,,,"    # error: Argument 2 for ""super"" not an instance of argument 1",,,,,,,,,
pandas.core.computation.pytables.convert_values.258.4,Pure,,,,"    supr_new = super(Term, klass).__new__  # type: ignore[misc]",,,,,,,,,    return column_looper
pandas.core.computation.pytables.meta.180.4,Impure,property,,,    return supr_new(klass),,,,,,,,,
pandas.core.dtypes.astype._astype_nansafe.60.0,Impure,,,,,,,,,,,,,
pandas.core.dtypes.common.validate_all_hashable.1631.0,Pure,,,,,,,,,,,,,
pandas.core.dtypes.dtypes.__new__.859.4,Impure,,,,,,,,,,,,,
pandas.core.dtypes.dtypes.itemsize.1426.4,Impure,,,,,,,,,,,,,
pandas.core.dtypes.dtypes.type.1348.4,Impure,property,,,,,,,,,,,,
pandas.core.dtypes.dtypes.validate_categories.512.4,Impure,,,,,,,,,,,,,
pandas.core.frame._create_data_for_split_and_tight_to_dict.1844.4,Impure,,,,,,,,,,,,,
pandas.core.frame._setitem_array.3959.4,Impure,,,,,,,,,,,,,
pandas.core.frame.diff.9061.4,Impure,,,,,,,,,,,,,
pandas.core.frame.fillna.5483.4,Impure,,,,,,,,,,,,,
pandas.core.frame.from_records.2103.4,Impure,,,,,,,,,,,,,
pandas.core.frame.pivot.8411.4,Impure,,,,,,,,,,,,,
pandas.core.frame.reorder_levels.7381.4,Impure,,,,,,,,,,,,,
pandas.core.frame.sort_values.6711.4,Impure,,,,,,,,,,,,,
pandas.core.frame.to_string.1201.4,Impure,,,,,,,,,,,,,
pandas.core.frame.update.7974.4,Impure,,,,,,,,,,,,,
pandas.core.generic.__iadd__.11790.4,Impure,,,,,,,,,,,,,
pandas.core.generic.__init__.265.4,Impure,,,,,,,,,,,,,
pandas.core.generic._as_manager.313.4,Impure,,,,,,,,,,,,,
pandas.core.generic._reindex_axes.5364.4,Impure,,,,,,,,,,,,,
pandas.core.generic.bool.1474.4,Impure,,,,,,,,,,,,,
pandas.core.generic.f.6079.12,Impure,,,,,,,,,,,,,
pandas.core.generic.var.11117.4,Impure,,,,,,,,,,,,,
pandas.core.groupby.generic.cov.2549.4,Impure,,,,,,,,,,,,,
pandas.core.groupby.groupby.__init__.583.4,Pure,,,,,,,,,,,,,
pandas.core.groupby.groupby._agg_general.1414.4,Impure,,,,,,,,,,,,,
pandas.core.groupby.groupby._python_apply_general.1368.4,Impure,,,,,,,,,,,,,
pandas.core.groupby.groupby.get_groupby.4239.0,Impure,,,,,,,,,,,,,
pandas.core.groupby.groupby.mean.1776.4,Impure,,,,,,,,,,,,,
pandas.core.groupby.indexing.__call__.295.4,Impure,,,,,,,,,,,,,
pandas.core.groupby.numba_.validate_udf.23.0,Impure,,,,,,,,,,,,,
pandas.core.groupby.ops._chop.1245.4,Impure,,,,,,,,,,,,,
pandas.core.groupby.ops.groups.1077.4,Impure,,should this be impure?,,"def _chop(self, sdata, slice_obj: slice) -> NDFrame:",,,,,,,,,
pandas.core.indexes.base._format_space.1245.4,Pure,,,,    raise AbstractMethodError(self),,,,,,,,,
pandas.core.indexes.base._get_indexer.3804.4,Impure,,,,,,,,,,,,,
pandas.core.indexes.base._maybe_try_sort.7231.0,Impure,,,,,,,,,,,,,
pandas.core.indexes.base.ensure_index_from_sequences.7032.0,Impure,,,,,,,,,,,,,
pandas.core.indexes.datetimelike.equals.127.4,Impure,,,,,,,,,,,,,
pandas.core.indexes.frozen.__hash__.99.4,Pure,,,,,,,,,,,,,
pandas.core.indexes.interval._get_indexer_pointwise.738.4,Impure,,,,,,,,,,,,,
pandas.core.indexes.interval._should_fallback_to_positional.793.4,Impure,,,,,,,,,,,,,
pandas.core.indexes.interval.mid.820.4,Impure,,,,,,,,,,,,,
pandas.core.indexes.multi._nbytes.1250.4,Impure,,,,,,,,,,,,,
pandas.core.indexes.multi.maybe_mi_droplevels.2934.8,Impure,,,,,,,,,,,,,
pandas.core.indexes.range._difference.685.4,Impure,,,,,,,,,,,,,
pandas.core.indexes.range._engine_type.102.4,Impure,property,,,,,,,,,,,,
pandas.core.indexes.range._union.610.4,Impure,,,,,,,,,,,,,
pandas.core.indexes.range.inferred_type.334.4,Pure,,,,,,,,,,,,,
pandas.core.indexes.range.tolist.392.4,Impure,,,,,,,,,,,,,
pandas.core.indexes.timedeltas.__new__.126.4,Impure,,,,,,,,,,,,,
pandas.core.indexing._get_label.1291.4,Impure,,,,,,,,,,,,,
pandas.core.indexing._is_scalar_access.1105.4,Pure,,,,,,,,,,,,,
pandas.core.indexing._setitem_with_indexer_2d_value.1930.4,Impure,,,,,,,,,,,,,
pandas.core.interchange.from_dataframe._from_dataframe.57.0,Impure,,,,,,,,,,,,,
pandas.core.internals.array_manager.is_numeric_mixed_type.441.4,Impure,,,,,,,,,,,,,
pandas.core.internals.array_manager.is_view.450.4,Pure,property,,,,,,,,,,,,
pandas.core.internals.array_manager.items.141.4,Impure,property,,,,,,,,,,,,
pandas.core.internals.array_manager.reindex_indexer.531.4,Impure,,,,,,,,,,,,,
pandas.core.internals.blocks.fillna.1846.4,Impure,,,,,,,,,,,,,
pandas.core.internals.blocks.newfunc.134.4,Impure,,,,,,,,,,,,,
pandas.core.internals.concat._concatenate_join_units.572.0,Impure,,,,,,,,,,,,,
pandas.core.internals.construction.treat_as_nested.510.0,Impure,,,,,,,,,,,,,
pandas.core.internals.managers.__repr__.294.4,Impure,,,,,,,,,,,,,
pandas.core.internals.managers._blknos.1949.4,Pure,property,,,,,,,,,,,,
pandas.core.internals.managers._fast_count_smallints.2314.0,Impure,,,,,,,,,,,,,
pandas.core.internals.managers.external_values.2007.4,Impure,,,,,,,,,,,,,
pandas.core.internals.managers.quantile.1554.4,Impure,,,,,,,,,,,,,
pandas.core.internals.managers.shift.421.4,Impure,,,,,,,,,,,,,
pandas.core.methods.describe.describe.111.4,Pure,abstract,,,,,,,,,,,,
pandas.core.nanops.nanprod.1389.0,Impure,,,,,,,,,,,,,
pandas.core.resample._upsample.1442.4,Impure,,,,,,,,,,,,,
pandas.core.resample.ohlc.1059.4,Impure,,,,,,,,,,,,,
pandas.core.resample.prod.891.4,Impure,,,,,,,,,,,,,
pandas.core.resample.quantile.1114.4,Pure,,,,,,,,,,,,,
pandas.core.reshape.encoding.get_dummies.32.0,Impure,,,,,,,,,,,,,
pandas.core.reshape.reshape.get_new_values.221.4,Impure,,,,,,,,,,,,,
pandas.core.series.__len__.783.4,Impure,,,,,,,,,,,,,
pandas.core.series._can_hold_na.590.4,Impure,property,,,,,,,,,,,,
pandas.core.series.dtype.595.4,Impure,property,,,,,,,,,,,,
pandas.core.series.shift.5272.4,Impure,,,,,,,,,,,,,
pandas.core.series.to_dict.1864.4,Impure,,,,,,,,,,,,,
pandas.core.series.unique.2131.4,Impure,,,,,,,,,,,,,
pandas.core.strings.accessor.__init__.178.4,Impure,,,line 148,@functools.lru_cache(maxsize=None),,,,,,,,,
pandas.core.strings.accessor.find.2770.4,Impure,,,,def generate_manual_numpy_nan_agg_with_axis(nan_func):,,,,,,,,,
pandas.core.strings.base._str_getitem.35.4,Impure,,,,    if TYPE_CHECKING:,,,,,,,,,
pandas.core.strings.object_array._str_match.207.4,Impure,,,,        import numba,,,,,,,,,
pandas.core.strings.object_array._str_replace.153.4,Impure,,,,    else:,,,,,,,,,
pandas.core.window.expanding.__init__.117.4,Impure,,,,"        numba = import_optional_dependency(""numba"")",,,,,,,,,
pandas.core.window.expanding.min.287.4,Impure,,,,,,,,,,,,,
pandas.core.window.numba_.generate_manual_numpy_nan_agg_with_axis.243.0,Impure,,FP !!!,,"    @numba.jit(nopython=True, nogil=True, parallel=True)",,,,,,,,,
pandas.io.common.dedup_names.1219.0,Impure,,,,    def nan_agg_with_axis(table):,,,,,,,,,
pandas.io.common.stringify_path.229.0,Impure,,,,        result = np.empty(table.shape[1]),,,,,,,,,
pandas.io.excel._base.__fspath__.1256.4,Impure,,,,        for i in numba.prange(table.shape[1]):,,,,,,,,,
pandas.io.excel._odswriter._save.84.4,Impure,,,,"            partition = table[:, i]",,,,,,,,,
pandas.io.excel._odswriter.sheets.74.4,Impure,property,,,            result[i] = nan_func(partition),,,,,,,,,
pandas.io.excel._util.maybe_convert_usecols.181.0,Impure,,,,        return result,,,,,,,,,
pandas.io.excel._xlrd.sheet_names.53.4,Impure,property,,,,,,,,,,,,
pandas.io.formats.excel._format_hierarchical_rows.782.4,Impure,,,,    return nan_agg_with_axis,,,,,,,,,
pandas.io.formats.format._format_strings.1861.4,Impure,,,,,,,,,,,,,
pandas.io.formats.format._get_formatted_column_labels.917.4,Impure,,,,,,,,,,,,,
pandas.io.formats.format._initialize_sparsify.665.4,Impure,,,Functions assigned to variables are not detected,"get_option = CallableDynamicDoc(_get_option, _get_option_tmpl)",,,,,,,,,
pandas.io.formats.info._get_dataframe_dtype_counts.1096.0,Impure,,,,"def _initialize_sparsify(self, sparsify: bool | None) -> bool:",,,,,,,,,
pandas.io.formats.info.col_count.637.4,Impure,property,,,    if sparsify is None:,,,,,,,,,
pandas.io.formats.info.display_memory_usage.743.4,Impure,property,,,"        return get_option(""display.multi_sparse"")",,,,,,,,,
pandas.io.formats.latex.get_strrow.89.4,Impure,,,,    return sparsify,,,,,,,,,
pandas.io.formats.latex.pad_empties.160.12,Pure,,,,,,,,,,,,,
pandas.io.formats.string._adjusted_tr_col_num.81.4,Impure,property,,,,,,,,,,,,
pandas.io.formats.style.__deepcopy__.1619.4,Impure,,,,,,,,,,,,,
pandas.io.formats.style._highlight_between.3674.0,Impure,,,,,,,,,,,,,
pandas.io.formats.style_render._concatenated_visible_rows.860.8,Pure,,,,,,,,,,,,,
pandas.io.formats.style_render._is_visible.1662.0,Pure,,,,,,,,,,,,,
pandas.io.formats.style_render._translate_body.586.4,Impure,,,,,,,,,,,,,
pandas.io.formats.xml.__init__.102.4,Impure,,,,,,,,,,,,,
pandas.io.formats.xml._build_elems.301.4,Impure,,,,,,,,,,,,,
pandas.io.formats.xml.build_elems.291.4,Impure,,,should this be impure?,"def build_elems(self, d: dict[str, Any], elem_row: Any) -> None:",,,,,,,,,
pandas.io.html.row_is_all_th.462.8,Impure,,,,    raise AbstractMethodError(self),,,,,,,,,
pandas.io.json._table_schema.convert_pandas_type_to_json_field.123.0,Impure,,,,,,,,,,,,,
pandas.io.parsers.base_parser._get_name.410.8,Pure,,,,,,,,,,,,,
pandas.io.parsers.python_parser._get_index_name.914.4,Impure,,,,,,,,,,,,,
pandas.io.parsers.readers.TextParser.1747.0,Impure,,,,,,,,,,,,,
pandas.io.parsers.readers.close.1409.4,Impure,,,,,,,,,,,,,
pandas.io.pytables._convert_string_array.5001.0,Impure,,,,,,,,,,,,,
pandas.io.pytables.get_result.1916.4,Impure,,,,,,,,,,,,,
pandas.io.pytables.maybe_set_size.2119.4,Impure,,,,,,,,,,,,,
pandas.io.pytables.read_coordinates.4158.4,Impure,,,,,,,,,,,,,
pandas.io.pytables.remove.1133.4,Impure,,,,,,,,,,,,,
pandas.io.pytables.shape.3144.4,Impure,property,,,,,,,,,,,,
pandas.io.pytables.write_index.2896.4,Impure,,,,,,,,,,,,,
pandas.io.sql._create_table_setup.2084.4,Impure,,,,,,,,,,,,,
pandas.io.sql.get_schema.2414.0,Impure,,,,,,,,,,,,,
pandas.io.stata._get_nobs.1422.4,Impure,,,,,,,,,,,,,
pandas.io.stata._write_header.3298.4,Impure,,,,,,,,,,,,,
pandas.plotting._core.kde.1353.4,Impure,,,,,,,,,,,,,
pandas.plotting._matplotlib.converter._quarterly_finder.836.0,Impure,,,,,,,,,,,,,
pandas.plotting._matplotlib.converter.get_pairs.76.0,Impure,,,,,,,,,,,,,
pandas.plotting._matplotlib.core._get_colors.987.4,Impure,,,,,,,,,,,,,
pandas.plotting._matplotlib.core._post_plot_logic.1876.4,Pure,,,,,,,,,,,,,
pandas.plotting._matplotlib.core._validate_color_args.1829.4,Pure,,,,,,,,,,,,,
pandas.plotting._matplotlib.hist._grouped_hist.308.0,Impure,,,,,,,,,,,,,
pandas.plotting._matplotlib.hist._make_plot_keywords.175.4,Impure,,,,,,,,,,,,,
pandas.tseries.frequencies._is_weekly.607.0,Pure,,,,,,,,,,,,,
pandas.tseries.frequencies._quarter_months_conform.586.0,Pure,,,,,,,,,,,,,
pandas.tseries.holiday._reference_dates.292.4,Impure,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,176,Impure,,,,,,,,,,
,,,24,Pure,,,,,,,,,,
,,,200,,,,,,,,,,,
