sklearn.feature_selection._base.get_feature_names_out.154.4,Impure,,,,
sklearn.feature_selection._rfe.fit.229.4,Impure,,,,
sklearn.feature_selection._univariate_selection._check_params.515.4,Pure,,,,
sklearn.feature_selection._univariate_selection._check_params.701.4,Impure,,,,
sklearn.feature_selection._variance_threshold.fit.81.4,Impure,,,,
sklearn.gaussian_process.kernels.__call__.1860.4,Impure,,,,
sklearn.gaussian_process.kernels.__eq__.361.4,Impure,,,,
sklearn.gaussian_process.kernels.__repr__.1563.4,Impure,,,,
sklearn.gaussian_process.kernels.diag.1129.4,Impure,,,,
sklearn.gaussian_process.kernels.f.1752.16,Impure,,,,
sklearn.gaussian_process.kernels.hyperparameter_alpha.1857.4,Impure,property,,,
sklearn.gaussian_process.kernels.hyperparameter_constant_value.1215.4,Impure,property,,,
sklearn.impute._base._more_tags.1046.4,Pure,,,,
sklearn.inspection._plot.decision_boundary._check_boundary_response_method.15.0,Impure,,,,
sklearn.kernel_approximation.sample_interval_.721.4,Impure,property,FP !!!,schitcode,"def __init__(self, *, sample_steps=2, sample_interval=None):"
sklearn.kernel_approximation.transform.724.4,Impure,,,,    self.sample_steps = sample_steps
sklearn.linear_model._coordinate_descent._more_tags.2181.4,Pure,,,,    self.sample_interval = sample_interval
sklearn.linear_model._coordinate_descent._more_tags.3026.4,Pure,,,,@property
sklearn.linear_model._coordinate_descent.lasso_path.173.0,Impure,,,,def sample_interval_(self):
sklearn.linear_model._glm._newton_solver.update_gradient_hessian.159.4,Pure,abstract,,,    return self._sample_interval
sklearn.linear_model._least_angle._get_gram.1008.4,Impure,,,,
sklearn.linear_model._linear_loss.weight_intercept.99.4,Impure,,,,
sklearn.linear_model._logistic._check_multi_class.78.0,Pure,,,,
sklearn.linear_model._logistic._more_tags.2105.4,Pure,,,,
sklearn.linear_model._omp.__init__.1025.4,Pure,,,,
sklearn.linear_model._ridge._solve_cholesky_kernel.221.0,Impure,,,,
sklearn.linear_model._ridge._solve_eigen_gram.1795.4,Impure,,,,
sklearn.linear_model._ridge.func.340.8,Impure,,,,
sklearn.linear_model._stochastic_gradient.__init__.1192.4,Pure,,,,
sklearn.linear_model._stochastic_gradient._get_loss_function.165.4,Impure,,,,
sklearn.linear_model._stochastic_gradient._get_plain_sgd_function.494.0,Impure,,,,
sklearn.linear_model._stochastic_gradient._more_tags.2009.4,Impure,,,,
sklearn.manifold._locally_linear.fit_transform.782.4,Impure,,,,
sklearn.manifold._t_sne.fit_transform.1089.4,Impure,,,,
sklearn.metrics._classification._check_zero_division.48.0,Impure,,,,
sklearn.metrics._classification._prf_divide.1425.0,Impure,,,,
sklearn.metrics._classification._warn_prf.1474.0,Impure,,,,
sklearn.metrics._classification.class_likelihood_ratios.1802.0,Impure,,,,
sklearn.metrics._ranking._dcg_sample_scores.1401.0,Impure,,,,
sklearn.metrics._regression.mean_absolute_percentage_error.318.0,Impure,,,,
sklearn.metrics._scorer._factory_args.403.4,Pure,,,,
sklearn.metrics._scorer._use_cache.149.4,Impure,,,,
sklearn.metrics.cluster._supervised.homogeneity_completeness_v_measure.453.0,Impure,,,,
sklearn.metrics.cluster._unsupervised.davies_bouldin_score.367.0,Impure,,,,
sklearn.metrics.cluster._unsupervised.silhouette_score.53.0,Impure,,,,
sklearn.metrics.pairwise._argmin_min_reduce.597.0,Impure,,,,
sklearn.metrics.pairwise.check_paired_arrays.198.0,Impure,,,,
sklearn.metrics.pairwise.distance_metrics.1719.0,Impure,,,,
sklearn.metrics.pairwise.euclidean_distances.234.0,Impure,,,,
sklearn.metrics.pairwise.manhattan_distances.978.0,Impure,,,,
sklearn.metrics.pairwise.paired_distances.1232.0,Impure,,,,
sklearn.metrics.pairwise.polynomial_kernel.1346.0,Impure,,,,
sklearn.metrics.pairwise.sigmoid_kernel.1400.0,Impure,,,,
sklearn.mixture._gaussian_mixture._set_parameters.778.4,Impure,,,,
sklearn.model_selection._search.__init__.1773.4,Pure,,,,
sklearn.model_selection._search.__init__.94.4,Impure,,,,
sklearn.model_selection._search._check_refit.339.0,Pure,,,,
sklearn.model_selection._split._iter_test_masks.757.4,Impure,,,,
sklearn.model_selection._split.get_n_splits.1379.4,Impure,,,,
sklearn.model_selection._split.split.1120.4,Impure,,,,
sklearn.multiclass._fit_ovo_binary.551.0,Impure,,,,
sklearn.multiclass._partial_fit_ovo_binary.570.0,Impure,,,,
sklearn.multiclass.decision_function.814.4,Impure,,,,
sklearn.multiclass.fit.673.4,Impure,,,,
sklearn.multiclass.n_classes_.862.4,Impure,property,,,
sklearn.naive_bayes._check_X_y.1448.4,Impure,,,,
sklearn.naive_bayes._check_alpha.604.4,Impure,,,,
sklearn.naive_bayes._joint_log_likelihood.907.4,Impure,,,,
sklearn.naive_bayes._update_feature_log_prob.1045.4,Impure,,,,
sklearn.naive_bayes._update_feature_log_prob.898.4,Impure,,,,
sklearn.neighbors._kde._more_tags.358.4,Pure,,,,
sklearn.neighbors._lof._check_novelty_fit_predict.221.4,Impure,,,,
sklearn.neighbors._regression.__init__.403.4,Pure,,,,
sklearn.neighbors._regression.predict.220.4,Impure,,,,
sklearn.neighbors._unsupervised.fit.161.4,Impure,,,,
sklearn.neural_network._base.inplace_identity.12.0,Pure,,,,
sklearn.neural_network._base.inplace_logistic.24.0,Impure,,,,
sklearn.neural_network._multilayer_perceptron._loss_grad_lbfgs.238.4,Impure,,,,
sklearn.neural_network._multilayer_perceptron._predict.1162.4,Impure,,,,
sklearn.neural_network._multilayer_perceptron._score.1171.4,Impure,,,,
sklearn.neural_network._stochastic_optimizers.iteration_ends.138.4,Impure,,,,
sklearn.pipeline.set_output.154.4,Impure,,,,
sklearn.preprocessing._data.__init__.1498.4,Pure,,,,
sklearn.preprocessing._data._more_tags.1287.4,Pure,,,,
sklearn.preprocessing._data.robust_scale.1653.0,Impure,,,,
sklearn.preprocessing._data.scale.130.0,Impure,,,,
sklearn.preprocessing._data.transform.3190.4,Impure,,,,
sklearn.preprocessing._encoders.fit.1445.4,Impure,,,,
sklearn.preprocessing._polynomial._more_tags.1162.4,Pure,,,,
sklearn.preprocessing._polynomial.get_feature_names_out.777.4,Impure,,,,
sklearn.random_projection._make_random_matrix.768.4,Impure,,,,
sklearn.semi_supervised._self_training._estimator_has.19.0,Impure,,,,
sklearn.svm._base._fit_liblinear.1066.0,Impure,,,,
sklearn.svm._base.predict.788.4,Impure,,,,
sklearn.svm._classes.__init__.506.4,Pure,,,,
sklearn.tree._classes.__init__.1815.4,Pure,,,,
sklearn.tree._classes._more_tags.1355.4,Impure,,,,
sklearn.tree._export.__init__.576.4,Pure,,,,
sklearn.tree._export.get_fill_color.262.4,Impure,,,,
sklearn.tree._export.plot_tree.95.0,Impure,,,,
sklearn.tree._export.tail.469.4,Impure,,,,
sklearn.utils._array_api.reshape.267.4,Impure,,,,
sklearn.utils._available_if.__init__.16.4,Impure,,,,
sklearn.utils._estimator_html_repr._sk_visual_block_.70.4,Pure,,,,
sklearn.utils._metadata_requests.from_str.561.4,Impure,,,,
sklearn.utils._param_validation.__str__.316.4,Pure,,,,
sklearn.utils._param_validation.__str__.626.4,Impure,,,,
sklearn.utils._param_validation.__str__.720.4,Pure,,,,
sklearn.utils._param_validation.is_satisfied_by.313.4,Impure,,,,
sklearn.utils._plotting._validate_and_get_response_values.27.4,Impure,,,,
sklearn.utils._testing.get_params.1001.4,Impure,,,,
sklearn.utils.estimator_checks._set_checking_parameters.653.0,Impure,,,,
sklearn.utils.estimator_checks.check_classifiers_multilabel_output_format_decision_function.2709.0,Impure,,,,
sklearn.utils.estimator_checks.check_classifiers_train.2279.0,Impure,,,,
sklearn.utils.estimator_checks.check_clustering.2144.0,Impure,,,,
sklearn.utils.estimator_checks.check_estimators_data_not_an_array.3298.0,Impure,,,,
sklearn.utils.estimator_checks.check_estimators_fit_returns_self.2771.0,Impure,,,,
sklearn.utils.estimator_checks.check_n_features_in.3842.0,Impure,,,,
sklearn.utils.estimator_checks.check_transformers_unfitted_stateless.1661.0,Impure,,,,
sklearn.utils.extmath.randomized_svd.291.0,Impure,,,,
sklearn.utils.fixes._open_binary.124.0,Impure,,,,
sklearn.utils.multiclass._check_partial_fit_first_call.394.0,Impure,,,,
sklearn.utils.multiclass._unique_multiclass.20.0,Impure,,,,
sklearn.utils.multiclass.unique_labels.41.0,Impure,,,,
sklearn.utils.sparsefuncs._raise_typeerror.21.0,Pure,,FP !!! -> this is actually pure,,def _raise_typeerror(X):
sklearn.utils.validation._check_sample_weight.1788.0,Impure,,,,"    """"""Raises a TypeError if X is not a CSR or CSC matrix"""""""
sklearn.utils.validation.is_sparse.783.12,Pure,,,,    input_type = X.format if sp.issparse(X) else type(X)
,,,,,"    err = ""Expected a CSR or CSC sparse matrix, got %s."" % input_type"
,,,159,Impure,    raise TypeError(err)
,,,41,Pure,
,,,200,,
